Title,Mileage,Year,Engine,Trans,Location,Ref_No,Model_Code,Steering,Fuel,Seats,Engine_Code,Color,Drive,Doors,Final_Price
2011 NISSAN CIVILIAN BUS KIDS BUS,94976,2011,4470.0,AT,Kyushu,Ref No. BT827258,ABG-DVW41,Right,Petrol,30,TB45,White,,3,9626.0
2021 TOYOTA HARRIER S,39115,2021,1980.0,AT,Yokohama,Ref No. BT841939,6BA-MXUA80,Right,Petrol,5,M20A,Pearl,2WD,5,19209.0
2021 TOYOTA HARRIER S,61339,2021,1980.0,AT,Yokohama,Ref No. BT841940,6BA-MXUA80,Right,Petrol,5,M20A,Black,2WD,5,18739.0
2020 HONDA CR-V E:HEV EX,35043,2020,1990.0,AT,Yokohama,Ref No. BT841966,6AA-RT5,Right,Hybrid(Petrol),5,LFB-H4,Pearl,2WD,5,19036.0
2019 MAZDA CX-8 25S,109092,2019,2480.0,AT,Osaka,Ref No. BT854229,6BA-KG5P,Right,Petrol,6,PY,Black,,5,13872.0
2021 TOYOTA RAV4 HYBRID X,106583,2021,2480.0,AT,Nagoya,Ref No. BT854262,6AA-AXAH54,Right,Hybrid(Petrol),5,A25A-3NM-4NM,Silver,4WD,5,19036.0
2016 PEUGEOT 208 STYLE PLUS,33805,2016,1190.0,AT,Nagoya,Ref No. BT892953,ABA-A9HN01,Right,Petrol,5,HN01,Red,2WD,5,4150.0
2010 BMW 1 SERIES,21779,2010,1590.0,AT,Osaka,Ref No. BT893140,ABA-UE16,Right,Petrol,5,N45B16A,Black,2WD,5,3239.0
2009 NISSAN X-TRAIL 20XT,157676,2009,1990.0,AT,Osaka,Ref No. BT834666,DBA-NT31,Right,Petrol,5,MR20,Black,4WD,5,4668.0
2009 NISSAN X-TRAIL 20X,129104,2009,1990.0,AT,Yokohama,Ref No. BT834685,DBA-NT31,Right,Petrol,5,MR20,Black,4WD,5,4440.0
2007 TOYOTA PROBOX VAN GL,146455,2007,1490.0,AT,Kyushu,Ref No. BT841881,CBE-NCP55V,Right,Petrol,2,1NZ,Silver,4WD,5,4530.0
2008 NISSAN X-TRAIL 20XT,148185,2008,1990.0,AT,Osaka,Ref No. BT841899,DBA-NT31,Right,Petrol,5,MR20,Black,4WD,5,4375.0
2008 NISSAN X-TRAIL 20X,191868,2008,1990.0,AT,Kobe,Ref No. BT856505,DBA-NT31,Right,Petrol,5,MR20,Black,4WD,5,4365.0
2007 NISSAN X-TRAIL 20X,105056,2007,1990.0,AT,Nagoya,Ref No. BT892903,DBA-NT31,Right,Petrol,5,MR20,Red,4WD,5,4667.0
2012 SUBARU FORESTER 2.0X S STYLE,142951,2012,1990.0,AT,Nagoya,Ref No. BT892911,DBA-SHJ,Right,Petrol,5,FB20,Maroon,4WD,5,4752.0
2009 TOYOTA PROBOX VAN GL,278473,2009,1290.0,AT,Nagoya,Ref No. BT892935,CBE-NCP50V,Right,Petrol,2,2NZ,Silver,,5,4127.0
2012 TOYOTA VITZ F,56121,2012,990.0,AT,Nagoya,Ref No. BT892958,DBA-KSP130,Right,Petrol,5,1KR,Red,2WD,5,3310.0
2018 SUZUKI ALTO VP,125023,2018,650.0,AT,Kobe,Ref No. BT892959,HBD-HA36V,Right,Petrol,2,-,White,,5,3032.0
2013 SUBARU FORESTER 2.0I-L EYESIGHT,187285,2013,1990.0,AT,Yokohama,Ref No. BT893024,DBA-SJ5,Right,Petrol,5,FB20,Black,4WD,5,5694.0
2008 TOYOTA VITZ F,36524,2008,990.0,AT,Kobe,Ref No. BT893270,DBA-KSP90,Right,Petrol,5,1KR,Silver,2WD,5,3065.0
2010 HONDA FIT X,64571,2010,1490.0,AT,Kobe,Ref No. BT893273,DBA-GE8,Right,Petrol,5,L15A,Maroon,2WD,5,3234.0
2007 TOYOTA COROLLA FIELDER 1.5X,51476,2007,1490.0,AT,Yokohama,Ref No. BT893288,DBA-NZE141G,Right,Petrol,5,1NZ,White,2WD,5,4409.0
2007 TOYOTA BLADE,86828,2007,2360.0,AT,Yokohama,Ref No. BT893299,DBA-AZE154H,Right,Petrol,5,2AZ,Silver,4WD,5,3713.0
2013 SUBARU IMPREZA SPORTS 2.0I-S EYESIGHT,197361,2013,1990.0,AT,Yokohama,Ref No. BT893302,DBA-GP7,Right,Petrol,5,FB20,Silver,4WD,5,3409.0
2005 TOYOTA VITZ RS,85706,2005,1490.0,MT,Yokohama,Ref No. BT893322,DBA-NCP91,Right,Petrol,5,1NZ,White,2WD,5,3708.0
2008 TOYOTA AURIS 150X M PACKAGE GREIGE,74103,2008,1490.0,AT,Yokohama,Ref No. BT893323,DBA-NZE151H,Right,Petrol,5,1NZ,Black,2WD,5,4721.0
1995 MITSUBISHI PAJERO MINI VR-2 TURBO,87311,1995,650.0,AT,Nagoya,Ref No. BT842201,E-H56A,Right,Petrol,4,4A30,Green,4WD,3,3366.0
2016 TOYOTA TOWNACE VAN DX,151235,2016,1490.0,MT,Kobe,Ref No. BT893282,DBF-S412M,Right,Petrol,2,3SZ,White,4WD,5,4800.0
2012 NISSAN JUKE 15RX V SELECTION,94544,2012,1490.0,AT,Kyushu,Ref No. BT834453,DBA-YF15,Right,Petrol,5,HR15,Black,2WD,5,4865.0
2013 TOYOTA VITZ F CIEL,73270,2013,1320.0,AT,Yokohama,Ref No. BT834806,DBA-NSP130,Right,Petrol,5,1NR,Maroon,2WD,5,3988.0
2011 SUBARU FORESTER 2.0XS,108010,2011,1990.0,AT,Nagoya,Ref No. BT841750,DBA-SHJ,Right,Petrol,5,FB20,Pearl,4WD,5,5219.0
2009 TOYOTA VOXY ZS KIRAMEKI 2,214340,2009,1980.0,AT,Nagoya,Ref No. BT841752,DBA-ZRR70W,Right,Petrol,8,3ZR,Black,2WD,5,3893.0
2010 TOYOTA MARK X,98343,2010,2490.0,AT,Yokohama,Ref No. BT841831,DBA-GRX130,Right,Petrol,5,4GR,Pearl,2WD,4,4816.0
2011 SUBARU FORESTER 2.0XS,83894,2011,1990.0,MT,Yokohama,Ref No. BT841867,DBA-SHJ,Right,Petrol,5,FB20,Black,4WD,5,5258.0
2010 TOYOTA VITZ F,108803,2010,990.0,AT,Yokohama,Ref No. BT842097,DBA-KSP90,Right,Petrol,5,1KR,Purple,2WD,5,3084.0
1996 SUZUKI CARRY TRUCK KU,39377,1996,650.0,MT,Yokohama,Ref No. BT842274,V-DC51T,Right,Petrol,2,F6A,White,,2,3094.0
2009 TOYOTA VOXY ZS KIRAMEKI,138353,2009,1980.0,AT,Kyushu,Ref No. BT854089,DBA-ZRR70W,Right,Petrol,8,3ZR,Black,2WD,5,4160.0
2011 SUBARU FORESTER 2.0X,149342,2011,1990.0,AT,Yokohama,Ref No. BT854096,DBA-SHJ,Right,Petrol,5,FB20,Silver,4WD,5,5051.0
2010 TOYOTA MARK X 250G RELAX SELECTION,94480,2010,2490.0,AT,Osaka,Ref No. BT854219,DBA-GRX130,Right,Petrol,5,4GR,Silver,2WD,4,4709.0
2013 TOYOTA VITZ U,115766,2013,1320.0,AT,Yokohama,Ref No. BT856383,DBA-NSP130,Right,Petrol,5,1NR,Black,2WD,5,3846.0
2010 TOYOTA MARK X 250G S PACKAGE RELAX SELECTION,142790,2010,2490.0,AT,Osaka,Ref No. BT856440,DBA-GRX130,Right,Petrol,5,4GR,Black,2WD,4,4509.0
2009 TOYOTA VOXY ZS KIRAMEKI,169859,2009,1980.0,AT,Kyushu,Ref No. BT856594,DBA-ZRR70W,Right,Petrol,8,3ZR,Black,2WD,5,4060.0
2010 TOYOTA MARK X 250G RELAX SELECTION,139741,2010,2490.0,AT,Osaka,Ref No. BT883850,DBA-GRX130,Right,Petrol,5,4GR,Silver,2WD,4,4639.0
2009 TOYOTA VOXY ZS KIRAMEKI,149850,2009,1980.0,AT,Kyushu,Ref No. BT883918,DBA-ZRR70W,Right,Petrol,8,3ZR,Black,2WD,5,4090.0
2009 TOYOTA VOXY ZS KIRAMEKI 2,157130,2009,1980.0,AT,Kyushu,Ref No. BT883964,DBA-ZRR70W,Right,Petrol,8,3ZR,Pearl,2WD,5,4290.0
2013 NISSAN NOTE S,134216,2013,1190.0,AT,Nagoya,Ref No. BT892891,DBA-E12,Right,Petrol,5,HR12,Silver,2WD,5,3058.0
2013 NISSAN NOTE S,157872,2013,1190.0,AT,Nagoya,Ref No. BT892892,DBA-E12,Right,Petrol,5,HR12,Blue,2WD,5,3058.0
2005 TOYOTA TOYOACE W CAB,296847,2005,2490.0,AT,Nagoya,Ref No. BT892941,KR-KDY230,Right,Diesel,6,2KD,Blue,,4,5724.0
2013 NISSAN NOTE X,137327,2013,1190.0,AT,Nagoya,Ref No. BT892954,DBA-E12,Right,Petrol,5,HR12,Silver,2WD,5,3088.0
2014 SUBARU IMPREZA SPORTS 2.0I EYESIGHT,144757,2014,1990.0,AT,Osaka,Ref No. BT892986,DBA-GP7,Right,Petrol,5,FB20,Blue,4WD,5,3724.0
2011 TOYOTA VITZ F,81715,2011,990.0,AT,Yokohama,Ref No. BT893113,DBA-KSP130,Right,Petrol,5,1KR,Silver,2WD,5,3376.0
2014 MAZDA DEMIO 13 SKYACTIV,115510,2014,1290.0,AT,Yokohama,Ref No. BT893124,DBA-DEJFS,Right,Petrol,5,P3,White,2WD,5,3491.0
2014 BMW X1 S DRIVE 18I X LINE,80209,2014,1990.0,AT,Osaka,Ref No. BT893142,CBA-VL18,Right,Petrol,5,N46B20B,Black,2WD,5,5119.0
2000 SUZUKI CARRY TRUCK,131725,2000,650.0,MT,Kobe,Ref No. BT893269,GD-DB52T,Right,Petrol,2,-,White,4WD,2,3307.0
2014 SUBARU IMPREZA SPORTS 2.0I EYESIGHT,121817,2014,1990.0,AT,Yokohama,Ref No. BT893295,DBA-GP7,Right,Petrol,5,FB20,Gray,4WD,5,3821.0
2011 VOLKSWAGEN TIGUAN R LINE,134407,2011,1980.0,AT,Yokohama,Ref No. BT893301,ABA-5NCCZ,Right,Petrol,5,CCZ,White,4WD,5,6175.0
2013 TOYOTA VITZ JEWELA,94677,2013,990.0,AT,Yokohama,Ref No. BT893305,DBA-KSP130,Right,Petrol,5,1KR,Blue,2WD,5,3846.0
2016 HONDA GRACE HYBRID LX,126448,2016,1490.0,AT,Yokohama,Ref No. BT893351,DAA-GM5,Right,Hybrid(Petrol),5,LEB-H1,Silver,4WD,4,5647.0
2014 HYUNDAI NEW TUCSON IX S.KEY CAMERA NAVI S.TIRE,64350,2014,1995.0,AT,Korea,Ref No. BT807745,0,Left,Diesel,5,-,White,2WD,5,7127.0
1999 HONDA ACTY VAN,122130,1999,650.0,MT,Nagoya,Ref No. BT904277,V-HH3,Right,Petrol,ASK,-,White,,5,2877.0
1995 MAZDA SCRUM TRUCK,97718,1995,650.0,MT,Kyushu,Ref No. BT904301,V-DK51T,Right,Petrol,2,-,White,4WD,2,3442.0
2014 NISSAN NOTE X EMERGENCY BRAKE PACKAGE,105792,2014,1190.0,AT,Nagoya,Ref No. BT834193,DBA-E12,Right,Petrol,5,HR12,Silver,2WD,5,3628.0
2014 NISSAN NOTE X DIG-S,125070,2014,1190.0,AT,Nagoya,Ref No. BT841748,DBA-E12,Right,Petrol,5,HR12,Gray,2WD,5,3285.0
2015 TOYOTA VITZ 1.0F SMART STYLE,35938,2015,990.0,AT,Nagoya,Ref No. BT841795,DBA-KSP130,Right,Petrol,5,1KR,Blue,2WD,5,4820.0
2009 HONDA FIT G,85329,2009,1330.0,AT,Yokohama,Ref No. BT854097,DBA-GE6,Right,Petrol,5,L13A,Black,2WD,5,3189.0
2009 HONDA FIT G,59060,2009,1330.0,AT,Nagoya,Ref No. BT856342,DBA-GE6,Right,Petrol,5,L13A,Pearl,2WD,5,3063.0
2015 HONDA FIT HYBRID F PACKAGE,180517,2015,1490.0,AT,Nagoya,Ref No. BT867253,DAA-GP5,Right,Hybrid(Petrol),5,LEB-H1,Silver,2WD,5,4689.0
2014 NISSAN NOTE X,112673,2014,1190.0,AT,Nagoya,Ref No. BT883552,DBA-E12,Right,Petrol,5,HR12,Silver,2WD,5,3228.0
2018 NISSAN AD VAN NV150 VE EMERGENCY BRAKE,131746,2018,1490.0,AT,Nagoya,Ref No. BT883564,DBF-VY12,Right,Petrol,2,HR15,Silver,,5,3944.0
2019 TOYOTA AQUA HYBRID L,170897,2019,1490.0,AT,Nagoya,Ref No. BT883566,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,Silver,2WD,5,5301.0
2016 HONDA SHUTTLE HYBRID,122391,2016,1490.0,AT,Kyushu,Ref No. BT883623,DAA-GP7,Right,Hybrid(Petrol),5,LEB-H1,Silver,2WD,5,5149.0
2015 TOYOTA VITZ F,111820,2015,1320.0,AT,Kyushu,Ref No. BT883911,DBA-NSP130,Right,Petrol,5,1NR,Blue,2WD,5,4674.0
2016 HONDA FIT 13G F PACKAGE,114448,2016,1310.0,AT,Nagoya,Ref No. BT892875,DBA-GK3,Right,Petrol,5,L13B,Red,,5,5489.0
2014 TOYOTA VITZ F M PACKAGE,124208,2014,990.0,AT,Nagoya,Ref No. BT892877,DBA-KSP130,Right,Petrol,5,1KR,White,2WD,5,3780.0
2015 MAZDA DEMIO 13S,14495,2015,1290.0,AT,Nagoya,Ref No. BT892880,DBA-DJ3FS,Right,Petrol,5,P3,Maroon,2WD,5,5038.0
2016 MAZDA DEMIO XD TOURING,78343,2016,1490.0,AT,Nagoya,Ref No. BT892957,LDA-DJ5FS,Right,Diesel,5,S5,Maroon,2WD,5,4925.0
2016 HONDA FIT 13G F PACKAGE,82500,2016,1310.0,AT,Yokohama,Ref No. BT893105,DBA-GK3,Right,Petrol,5,L13B,Blue,,5,5755.0
2009 HONDA FIT G,68202,2009,1330.0,AT,Yokohama,Ref No. BT893136,DBA-GE6,Right,Petrol,5,L13A,Black,2WD,5,3123.0
2016 BMW 1 SERIES 118D SPORTS,135243,2016,1990.0,AT,Osaka,Ref No. BT893155,LDA-1S20,Right,Diesel,5,B47D20A,White,2WD,5,5578.0
2016 NISSAN NOTE X,96954,2016,1190.0,AT,Yokohama,Ref No. BT893296,DBA-E12,Right,Petrol,5,HR12,Pearl,2WD,5,4194.0
2013 NISSAN CARAVAN VAN NV350 DX,332351,2013,2480.0,AT,Yokohama,Ref No. BT893334,LDF-VW6E26,Right,Diesel,3,YD25,White,4WD,5,5870.0
2022 TOYOTA RAIZE Z,12080,2022,1190.0,AT,Nagoya,Ref No. BT834299,5BA-A201A,Right,Petrol,5,WA,Pearl,,5,13178.0
2018 HONDA VEZEL HYBRID Z HONDA SENSING,155325,2018,1490.0,AT,Kobe,Ref No. BT834403,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Black,2WD,5,10529.0
2018 HONDA VEZEL HYBRID X HONDA SENSING,87887,2018,1490.0,AT,Yokohama,Ref No. BT834778,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Black,2WD,5,10894.0
2019 TOYOTA RAV4 X,96896,2019,1980.0,AT,Yokohama,Ref No. BT841967,6BA-MXAA52,Right,Petrol,5,M20A,Pearl,2WD,5,16926.0
2019 TOYOTA RAV4 X,121897,2019,1980.0,AT,Nagoya,Ref No. BT856635,6BA-MXAA54,Right,Petrol,5,M20A,Blue,4WD,5,16556.0
2014 FORD EXPLORER XLT ECO BOOST,115791,2014,1990.0,AT,Nagoya,Ref No. BT892931,ABA-1FMHK9,Left,Petrol,7,9,White,2WD,5,8746.0
2017 TOYOTA PROBOX VAN,159344,2017,1320.0,AT,Yokohama,Ref No. BT842394,DBE-NSP160V,Right,Petrol,2,1NR,White,2WD,5,6120.0
2009 TOYOTA REGIUSACE VAN LONG,171123,2009,2980.0,AT,Yokohama,Ref No. BT842395,ADF-KDH206V,Right,Diesel,3,1KD,White,4WD,4,7200.0
2016 NISSAN X-TRAIL 20X EMERGENCY BRAKE PACKAGE,111753,2016,1990.0,AT,Yokohama,Ref No. BT883519,DBA-NT32,Right,Petrol,5,MR20,Green,4WD,5,7181.0
2019 TOYOTA AQUA HYBRID L,160994,2019,1490.0,AT,Kobe,Ref No. BT883828,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,Silver,2WD,5,5372.0
2012 ISUZU ELF TRUCK,450115,2012,2990.0,MT,Nagoya,Ref No. BT892882,SKG-NJR85A,Right,Diesel,3,4JJ1,White,,2,6309.0
2019 HONDA SHUTTLE HYBRID HONDA SENSING,132308,2019,1490.0,AT,Nagoya,Ref No. BT892894,6AA-GP8,Right,Hybrid(Petrol),5,LEB-H1,Silver,4WD,5,5967.0
2013 BMW 5 SERIES 528I M SPORTS PACKAGE,92518,2013,1990.0,AT,Nagoya,Ref No. BT892924,DBA-XG28,Right,Petrol,5,N20B20A,Black,2WD,4,6519.0
2018 NISSAN VANETTE VAN NV200 DX,266108,2018,1590.0,AT,Nagoya,Ref No. BT892934,DBF-VM20,Right,Petrol,2,HR16,White,2WD,5,5948.0
2007 TOYOTA HIACE VAN LONG DX,215141,2007,2490.0,AT,Nagoya,Ref No. BT892956,KR-KDH200V,Right,Diesel,3,2KD,Silver,,5,7434.0
2018 DAIHATSU MIRA ES B SA 3,153719,2018,650.0,AT,Osaka,Ref No. BT892974,DBA-LA350S,Right,Petrol,4,-,White,2WD,5,3781.0
2014 MITSUBISHI OUTLANDER PHEV G,112748,2014,1990.0,AT,Yokohama,Ref No. BT893108,DLA-GG2W,Right,Hybrid(Petrol),5,4B11-S61-Y61,Blue,4WD,5,6796.0
2013 SUBARU TREZIA,242855,2013,1320.0,AT,Yokohama,Ref No. BT893132,DBA-NSP120X,Right,Petrol,5,1NR,Pearl,2WD,5,3004.0
2018 NISSAN VANETTE VAN NV200 DX,191217,2018,1590.0,AT,Yokohama,Ref No. BT893133,DBF-VM20,Right,Petrol,2,HR16,Silver,2WD,5,5167.284852024922
1995 TOYOTA RAV4,123592,1995,1990.0,AT,Kobe,Ref No. BT893260,E-SXA10G,Right,Petrol,4,3S,Green,4WD,3,5850.0
2013 SUBARU FORESTER,125827,2013,1990.0,AT,Kobe,Ref No. BT893263,DBA-SJ5,Right,Petrol,5,FB20,Silver,4WD,5,5987.0
1987 TOYOTA HIACE TRUCK,53981,1987,2440.0,MT,Kobe,Ref No. BT893275,N-LH80,Right,Diesel,3,2L,White,,2,6680.0
2015 BMW MINI COOPER D CROSSOVER ALL 4,108281,2015,1990.0,AT,Yokohama,Ref No. BT893317,LDA-XD20A,Right,Diesel,5,N47C20A,Blue,4WD,5,5441.0
2015 AUDI A6 2.8 FSI QUATTRO,94831,2015,2770.0,AT,Yokohama,Ref No. BT893337,DBA-4GCHVS,Right,Petrol,5,CHV,Pearl,4WD,4,6458.0
2017 TOYOTA HARRIER PREMIUM,231989,2017,1980.0,AT,Nagoya,Ref No. BT834247,DBA-ZSU65W,Right,Petrol,5,3ZR,Black,4WD,5,13474.0
2016 TOYOTA REGIUSACE VAN DX B TYPE,63696,2016,2980.0,AT,Nagoya,Ref No. BT834258,QDF-KDH201K,Right,Diesel,10,1KD,Silver,2WD,4,13273.0
2018 TOYOTA ALLION A15 G PACKAGE,82979,2018,1490.0,AT,Nagoya,Ref No. BT834261,DBA-NZT260,Right,Petrol,5,1NZ,Maroon,2WD,4,12729.0
2014 TOYOTA HARRIER ELEGANCE,109170,2014,1980.0,AT,Kyushu,Ref No. BT841923,DBA-ZSU60W,Right,Petrol,5,3ZR,Black,2WD,5,11758.0
2014 TOYOTA HARRIER PREMIUM ADVANCED PACKAGE,104518,2014,1980.0,AT,Nagoya,Ref No. BT842204,DBA-ZSU60W,Right,Petrol,5,3ZR,Pearl,2WD,5,12361.0
2015 TOYOTA REGIUSACE VAN SUPER GL LONG DARK PRIME,320716,2015,2980.0,AT,Osaka,Ref No. BT854240,QDF-KDH201V,Right,Diesel,2,1KD,Pearl,2WD,5,13055.0
2017 TOYOTA VOXY ZS,40423,2017,1980.0,AT,Nagoya,Ref No. BT854261,DBA-ZRR80W,Right,Petrol,7,3ZR,Maroon,2WD,5,11354.0
2016 MITSUBISHI CANTER,191362,2016,2990.0,MT,Yokohama,Ref No. BT864949,TKG-FBA60,Right,Diesel,3,4P10,White,,2,12000.0
2019 HONDA VEZEL X HONDA SENSING,76499,2019,1490.0,AT,Kobe,Ref No. BT867176,DBA-RU1,Right,Petrol,5,L15B,Maroon,2WD,5,14799.0
2013 MERCEDES-BENZ M-CLASS ML350 BLUETEC 4MATIC AMG SPORT P,109386,2013,2980.0,AT,Yokohama,Ref No. BT842050,LDA-166024,Right,Diesel,5,642,Silver,4WD,5,13966.0
2008 TOYOTA NOAH SI,145277,2008,1980.0,AT,Yokohama,Ref No. BT645738,DBA-ZRR70W,Right,Petrol,8,3ZR,Gray,2WD,5,4288.0
2016 HONDA VEZEL X HONDA SENSING,72832,2016,1490.0,AT,Yokohama,Ref No. BT809115,DBA-RU1,Right,Petrol,5,L15B,Green,2WD,5,12760.0
2019 NISSAN X-TRAIL HYBRID 20S,132644,2019,1990.0,AT,Yokohama,Ref No. BT620084,DAA-HNT32,Right,Hybrid(Petrol),5,MR20-RM31,Silver,4WD,5,9162.0
2012 TOYOTA CROWN ATHLETE NAVI SP PACKAGE,135389,2012,2490.0,AT,Yokohama,Ref No. BT709009,DBA-GRS200,Right,Petrol,5,4GR,Pearl,2WD,4,5894.0
2011 TOYOTA COASTER KIDS BUS,131970,2011,4000.0,AT,Yokohama,Ref No. BT715480,BDG-XZB40,Right,Diesel,29,N04C,White,,3,12599.0
2014 HONDA VEZEL HYBRID X,163030,2014,1490.0,AT,Yokohama,Ref No. BT759789,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Black,2WD,5,6573.0
2013 TOYOTA AURIS RS S PACKAGE,75920,2013,1790.0,MT,Yokohama,Ref No. BT772439,DBA-ZRE186H,Right,Petrol,5,2ZR,Black,2WD,5,6314.0
2013 MERCEDES-BENZ M-CLASS ML350 BLUETEC 4MATIC,93600,2013,2980.0,AT,Yokohama,Ref No. BT784214,LDA-166024,Right,Diesel,5,642,Black,4WD,5,13770.0
2012 TOYOTA VOXY ZS KIRAMEKI 2,155418,2012,1980.0,AT,Kyushu,Ref No. BT793598,DBA-ZRR70W,Right,Petrol,7,3ZR,Black,2WD,5,4230.0
2016 TOYOTA VOXY HYBRID V,155522,2016,1790.0,AT,Kobe,Ref No. BT809030,DAA-ZWR80G,Right,Hybrid(Petrol),7,2ZR-5JM,Pearl,2WD,5,8114.0
2014 HONDA VEZEL HYBRID Z,111887,2014,1490.0,AT,Yokohama,Ref No. BT809052,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Black,2WD,5,7709.0
2012 HONDA CR-V 24G,81830,2012,2350.0,AT,Yokohama,Ref No. BT809128,DBA-RM4,Right,Petrol,5,K24A,Black,4WD,5,6698.0
2017 HONDA FIT 13G L HONDA SENSING,115787,2017,1310.0,AT,Yokohama,Ref No. BT841936,DBA-GK3,Right,Petrol,5,L13B,Black,2WD,5,6388.0
2017 TOYOTA VOXY HYBRID,153166,2017,1790.0,AT,Osaka,Ref No. BT827013,DAA-ZWR80G,Right,Hybrid(Petrol),7,2ZR-5JM,Silver,2WD,5,9464.0
2012 BMW MINI CLUBMAN COOPER CLUBMAN,128091,2012,1590.0,AT,Osaka,Ref No. BT841900,DBA-ZF16,Right,Petrol,4,N16B16A,White,2WD,3,3770.0
2018 NISSAN AD VAN NV150 VE,105221,2018,1490.0,AT,Osaka,Ref No. BT841906,DBF-VY12,Right,Petrol,2,HR15,White,,5,4184.0
2016 HYUNDAI ALL NEW TUCSON S.KEY CAMERA NAVI S.ROOF,38909,2016,1995.0,AT,Korea,Ref No. BT868150,0,Left,Diesel,5,-,Gray,2WD,5,10392.0
2012 NISSAN X-TRAIL 20X,224849,2012,1990.0,AT,Yokohama,Ref No. BT827404,DBA-NT31,Right,Petrol,5,MR20,Black,4WD,5,5137.0
2020 KIA ALL NEW MORNING (JA),30714,2020,998.0,AT,Korea,Ref No. BT897749,0,Left,LPG,5,-,Silver,2WD,5,7441.0
2020 KIA ALL NEW MORNING (JA),107540,2020,998.0,AT,Korea,Ref No. BT897693,0,Left,LPG,5,-,White,2WD,5,7490.0
2018 HYUNDAI AVANTE AD,55968,2018,1598.0,AT,Korea,Ref No. BT897669,0,Left,LPG,5,-,White,2WD,4,8919.0
2012 DAEWOO (CHEVROLET) MATIZ (SPARK),130234,2012,995.0,AT,Korea,Ref No. BT897616,0,Left,Petrol,5,-,Blue,2WD,5,3491.0
2020 KIA K5 (OPTIMA),45333,2020,1999.0,AT,Korea,Ref No. BT897574,0,Left,LPG,5,-,White,2WD,4,10425.0
2023 SUBARU CROSSTREK HYBRID LIMITED,6104,2023,1990.0,AT,Yokohama,Ref No. BT841941,5AA-GUE,Right,Hybrid(Petrol),5,FB20-MA1,Blue,4WD,5,20198.0
2016 KIA K5 (OPTIMA),68776,2016,1591.0,AT,Korea,Ref No. BT897439,0,Left,Petrol,5,-,White,2WD,4,8889.0
2017 HYUNDAI LF SONATA,42345,2017,1999.0,AT,Korea,Ref No. BT897411,0,Left,LPG,5,-,White,2WD,4,6997.0
2019 HYUNDAI AVANTE AD,22589,2019,1598.0,AT,Korea,Ref No. BT897383,0,Left,Petrol,5,-,White,2WD,4,8642.0
2018 HYUNDAI AVANTE AD,1492774,2018,1591.0,AT,Korea,Ref No. BT897335,0,Left,LPG,5,-,Blue,2WD,4,9416.0
2016 TOYOTA LITEACE VAN GL,207003,2016,1490.0,AT,Yokohama,Ref No. BT709271,DBF-S412M,Right,Petrol,2,3SZ,White,4WD,5,4905.0
2012 HYUNDAI SONATA,75722,2012,1999.0,AT,Korea,Ref No. BT897240,0,Left,Hybrid(Petrol),5,-,White,2WD,4,3429.0
2012 KIA K5 (OPTIMA),75648,2012,1999.0,AT,Korea,Ref No. BT897226,0,Left,Hybrid(Petrol),5,-,White,2WD,4,3479.0
2013 KIA K5 (OPTIMA),76992,2013,1999.0,AT,Korea,Ref No. BT897225,0,Left,Hybrid(Petrol),5,-,White,2WD,4,3926.0
1993 HONDA ACTY TRUCK SDX,32441,1993,650.0,MT,Nagoya,Ref No. BT715973,V-HA3,Right,Petrol,2,E07A,White,,2,3012.0
1997 HONDA DOMANI 16X,75511,1997,1590.0,AT,Yokohama,Ref No. BT759863,E-MB4,Right,Petrol,5,D16A,Green,2WD,4,3723.0
2011 MITSUBISHI CANTER,293786,2011,2990.0,AT,Yokohama,Ref No. BT834742,SKG-FBA20,Right,Diesel,3,4P10,White,,2,7056.0
2013 TOYOTA VANGUARD 240S S PACKAGE,121528,2013,2360.0,AT,Osaka,Ref No. BT796060,DBA-ACA38W,Right,Petrol,5,2AZ,Pearl,2WD,5,7555.0
2015 TOYOTA TOYOACE,218745,2015,1990.0,MT,Kobe,Ref No. BT827134,ABF-TRY220,Right,Petrol,3,1TR,White,,2,7754.0
1999 HONDA STEP WGN DELUXE,101031,1999,1970.0,AT,Yokohama,Ref No. BT883512,GF-RF1,Right,Petrol,8,B20B,White,2WD,4,4941.0
2013 NISSAN X-TRAIL 20GT S,151158,2013,1990.0,AT,Yokohama,Ref No. BT883528,LDA-DNT31,Right,Diesel,5,M9R,Silver,4WD,5,5056.0
2013 TOYOTA VOXY X L EDITION,197659,2013,1980.0,AT,Yokohama,Ref No. BT883534,DBA-ZRR70G,Right,Petrol,7,3ZR,Black,2WD,5,4083.0
2014 MAZDA TITAN,259326,2014,2990.0,MT,Nagoya,Ref No. BT883563,TKG-LJR85A,Right,Diesel,3,4JJ1,White,,2,6740.0
2015 TOYOTA ISIS,149212,2015,1790.0,AT,Kyushu,Ref No. BT883629,DBA-ZGM10G,Right,Petrol,7,2ZR,Pearl,2WD,5,5724.0
