Title,Mileage,Year,Engine,Trans,Location,Ref_No,Model_Code,Steering,Fuel,Seats,Engine_Code,Color,Drive,Doors,Final_Price
2023 HONDA FIT CROSSTAR HONDA SENSING,2573,2023,1490.0,AT,Yokohama,Ref No. BT867148,5BA-GS5,Right,Petrol,5,L15Z,Pearl,,5,12553.0
2019 TOYOTA RAV4 ADVENTURE,80107,2019,1980.0,AT,Yokohama,Ref No. BT867149,6BA-MXAA54,Right,Petrol,5,M20A,Blue,4WD,5,18731.0
1996 MITSUBISHI MINICAB TRUCK,90266,1996,650.0,MT,Osaka,Ref No. BT883883,V-U42T,Right,Petrol,2,3G83,White,4WD,2,2743.0
1996 MITSUBISHI MINICAB VAN,120328,1996,650.0,MT,Nagoya,Ref No. BT915709,U41V,Right,Petrol,ASK,-,Silver,,5,2771.0
1996 SUBARU SAMBAR TRUCK,63494,1996,650.0,MT,Osaka,Ref No. BT915553,V-KS3,Right,Petrol,2,-,White,2WD,2,2543.0
1992 SUZUKI CARRY TRUCK,82350,1992,650.0,MT,Osaka,Ref No. BT915550,V-DC51T,Right,Petrol,2,-,White,,2,2854.0
1992 HONDA ACTY TRUCK,99692,1992,650.0,MT,Yokohama,Ref No. BT915679,V-HA4,Right,Petrol,2,-,White,4WD,2,3119.0
2009 TOYOTA PASSO G,83996,2009,1290.0,AT,Osaka,Ref No. BT892962,DBA-QNC10,Right,Petrol,5,K3,Silver,2WD,5,3138.0
1994 MAZDA SCRUM TRUCK,47589,1994,650.0,MT,Osaka,Ref No. BT892963,V-DJ51T,Right,Petrol,2,-,White,,2,2955.0
2017 HONDA FIT 13G L PACKAGE,176227,2017,1310.0,AT,Yokohama,Ref No. BT809053,DBA-GK4,Right,Petrol,5,L13B,Pearl,4WD,5,5151.0
2007 ISUZU ELF TRUCK,202186,2007,4770.0,MT,Osaka,Ref No. BT883863,PB-NKR81AN,Right,Diesel,3,4HL1,White,2WD,2,8277.0
2014 MAZDA TITAN,242042,2014,2990.0,MT,Yokohama,Ref No. BT893367,TKG-LHR85A,Right,Diesel,3,4JJ1,White,2WD,2,7905.0
2014 TOYOTA PROBOX VAN DX COMFORT PACKAGE,101769,2014,1490.0,AT,Yokohama,Ref No. BT854394,DBE-NCP55V,Right,Petrol,2,1NZ,Silver,4WD,5,4556.0
2008 TOYOTA VANGUARD 240S,143620,2008,2360.0,AT,Nagoya,Ref No. BT772011,DBA-ACA33W,Right,Petrol,7,2AZ,Black,4WD,5,6786.0
2013 HYUNDAI AVANTE (ELANTRA),69939,2013,1591.0,AT,Korea,Ref No. BT933643,0,Left,Petrol,5,-,Gray,2WD,4,6501.0
2012 HYUNDAI AVANTE (ELANTRA),119876,2012,1591.0,AT,Korea,Ref No. BT933598,0,Left,Petrol,5,-,Gray,2WD,4,6425.0
2012 HYUNDAI AVANTE (ELANTRA),101132,2012,1591.0,AT,Korea,Ref No. BT933538,0,Left,Petrol,5,-,Gray,2WD,4,6475.0
2003 TOYOTA HIACE COMMUTER GL,127175,2003,1990.0,AT,Yokohama,Ref No. BT834588,TC-TRH124B,Right,Petrol,15,1TR,White,,4,12278.0
2023 NISSAN X-TRAIL HYBRID G E-4ORCE,12370,2023,1490.0,AT,Yokohama,Ref No. BT841964,6AA-SNT33,Right,Hybrid(Petrol),5,KR15-BM46-MM48,Pearl,4WD,5,27483.0
2015 HONDA SHUTTLE HYBRID X,127166,2015,1490.0,AT,Yokohama,Ref No. BT867154,DAA-GP7,Right,Hybrid(Petrol),5,LEB-H1,Blue,2WD,5,4955.0
2001 TOYOTA SOARER 430SCV,142978,2001,4290.0,AT,Yokohama,Ref No. BT590090,UA-UZZ40,Right,Petrol,4,3UZ,Pearl,2WD,2,5294.0
2009 MAZDA AXELA SPORT 20S,84040,2009,1990.0,AT,Nagoya,Ref No. BT915704,DBA-BLEFW,Right,Petrol,5,LF,Blue,2WD,5,3517.0
2008 TOYOTA VITZ F,36333,2008,990.0,AT,Yokohama,Ref No. BT854345,DBA-KSP90,Right,Petrol,5,1KR,Purple,2WD,5,1230.0
1996 SUZUKI CARRY TRUCK KU,89050,1996,650.0,MT,Osaka,Ref No. BT912945,V-DD51T,Right,Petrol,2,-,White,4WD,2,3389.0
2009 HONDA INSIGHT HYBRID G,30337,2009,1330.0,AT,Yokohama,Ref No. BT913106,DAA-ZE2,Right,Hybrid(Petrol),5,LDA-MF6,Silver,2WD,5,3524.0
2006 TOYOTA VITZ U,31909,2006,1290.0,AT,Yokohama,Ref No. BT867150,DBA-SCP90,Right,Petrol,5,2SZ,Silver,2WD,5,3825.0
2014 HONDA VEZEL HYBRID Z,183282,2014,1490.0,AT,Yokohama,Ref No. BT841985,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Green,2WD,5,7399.0
2012 HYUNDAI AVANTE (ELANTRA),115662,2012,1591.0,AT,Korea,Ref No. BT931910,0,Left,Petrol,5,-,Black,2WD,4,6475.0
2009 BMW 3 SERIES 320I HIGHLINE PACKAGE,100352,2009,1990.0,AT,Osaka,Ref No. BT912867,ABA-VA20,Right,Petrol,5,N46B20B,Blue,2WD,4,3846.0
2019 TOYOTA COROLLA AXIO X,226145,2019,1490.0,AT,Yokohama,Ref No. BT805420,DBA-NZE164,Right,Petrol,5,1NZ,Silver,4WD,4,6334.0
2007 TOYOTA ALLION A15,132175,2007,1490.0,AT,Yokohama,Ref No. BT805421,DBA-NZT260,Right,Petrol,5,1NZ,Silver,2WD,4,5845.0
2008 SUBARU FORESTER XT,113092,2008,1990.0,AT,Yokohama,Ref No. BT805422,CBA-SH5,Right,Petrol,5,EJ20,Black,4WD,5,4988.0
2014 SUBARU FORESTER 2.0I-L EYESIGHT,218692,2014,1990.0,AT,Yokohama,Ref No. BT805423,DBA-SJ5,Right,Petrol,5,FB20,Blue,4WD,5,5970.0
2015 NISSAN AD VAN VE,208262,2015,1590.0,AT,Yokohama,Ref No. BT805424,DBF-VZNY12,Right,Petrol,2,HR16,White,4WD,5,3707.0
2015 NISSAN NOTE X FOUR V SELECTION + SAFETY,115953,2015,1190.0,AT,Yokohama,Ref No. BT835534,DBA-NE12,Right,Petrol,5,HR12,Pearl,4WD,5,4003.0
2009 TOYOTA PASSO X,43084,2009,990.0,AT,Yokohama,Ref No. BT805411,DBA-KGC10,Right,Petrol,5,1KR,Gold,2WD,5,2818.0
2016 TOYOTA SUCCEED VAN UL,236322,2016,1490.0,AT,Yokohama,Ref No. BT805412,DBE-NCP165V,Right,Petrol,2,1NZ,White,4WD,5,4989.0
2016 TOYOTA SUCCEED VAN UL,177800,2016,1490.0,AT,Yokohama,Ref No. BT805414,DBE-NCP165V,Right,Petrol,2,1NZ,Blue,4WD,5,5389.0
1994 MITSUBISHI CANTER,103428,1994,4210.0,MT,Kobe,Ref No. BT834766,U-FE517BD,Right,Diesel,3,4D33,Blue,2WD,2,9281.0
1997 DAIHATSU HIJET TRUCK,122630,1997,650.0,MT,Yokohama,Ref No. BT892977,V-S110P,Right,Petrol,2,-,White,4WD,2,3702.0
1998 MAZDA BONGO TRUCK,82932,1998,1780.0,AT,Yokohama,Ref No. BT893158,GA-SE88T,Right,Petrol,3,F8,White,,2,3979.0
2015 MAZDA DEMIO XD TOURING,164601,2015,1490.0,AT,Kyushu,Ref No. BT904305,LDA-DJ5FS,Right,Diesel,5,S5,Maroon,2WD,5,4332.0
2019 TOYOTA HIACE VAN LONG DX,310371,2019,2750.0,AT,Yokohama,Ref No. BT904519,QDF-GDH206V,Right,Diesel,3,1GD,White,4WD,5,10564.0
2015 MAZDA DEMIO XD TOURING,85255,2015,1490.0,AT,Nagoya,Ref No. BT904563,LDA-DJ5FS,Right,Diesel,5,S5,Silver,2WD,5,4438.0
2015 TOYOTA HIACE VAN DX,251406,2015,2980.0,AT,Nagoya,Ref No. BT904565,LDF-KDH206V,Right,Diesel,3,1KD,Silver,4WD,5,10224.0
2004 TOYOTA REGIUSACE VAN SUPER GL-E,127584,2004,1990.0,AT,Yokohama,Ref No. BT904727,TC-TRH112V,Right,Petrol,2,1TR,White,2WD,5,8563.0
2017 TOYOTA HIACE VAN LONG DX,216382,2017,2980.0,AT,Yokohama,Ref No. BT904728,LDF-KDH206V,Right,Diesel,3,1KD,White,4WD,4,10564.0
1996 TOYOTA TOYOACE,58249,1996,1990.0,MT,Yokohama,Ref No. BT904734,GB-YY201,Right,Petrol,3,3Y,White,,2,6315.0
2004 TOYOTA DYNA TRUCK,55208,2004,1990.0,MT,Yokohama,Ref No. BT904755,TC-TRY230,Right,Petrol,3,1TR,White,,2,6981.0
2004 TOYOTA IST 1.5S L EDITION,26388,2004,1490.0,AT,Yokohama,Ref No. BT904843,UA-NCP61,Right,Petrol,5,1NZ,Beige,2WD,5,4735.0
2019 HONDA CR-V HYBRID EX MASTERPIECE,70883,2019,1990.0,AT,Yokohama,Ref No. BT793928,6AA-RT6,Right,Hybrid(Petrol),5,LFB-H4,Maroon,4WD,5,19143.0
2010 HYUNDAI TUCSON IX,70883,2010,1995.0,AT,Korea,Ref No. BT931610,0,Left,Diesel,5,-,Gray,2WD,5,6063.0
2010 ISUZU ELF TRUCK,282820,2010,2990.0,AT,Yokohama,Ref No. BT893159,BKG-NJR85A,Right,Diesel,3,4JJ1,White,,2,5635.0
2017 TOYOTA REGIUSACE VAN DX,182433,2017,1990.0,AT,Nagoya,Ref No. BT904238,CBF-TRH200V,Right,Petrol,3,1TR,White,2WD,5,10354.0
2007 TOYOTA DYNA TRUCK,116630,2007,4000.0,MT,Nagoya,Ref No. BT904246,BDG-XZU424,Right,Diesel,3,N04C,White,,2,10717.0
2016 JEEP CHEROKEE,145264,2016,3230.0,AT,Nagoya,Ref No. BT904276,DBA-KL32L,Right,Petrol,5,S,Black,4WD,5,7964.0
2013 TOYOTA RACTIS G,72246,2013,1320.0,AT,Kyushu,Ref No. BT904343,DBA-NSP120,Right,Petrol,5,1NR,Silver,2WD,5,3978.0
2017 DAIHATSU HIJET CARGO DX,193302,2017,650.0,AT,Kyushu,Ref No. BT904363,EBD-S321V,Right,Petrol,2,-,White,,5,3338.0
2018 NISSAN CARAVAN VAN NV350 DX LONG,145442,2018,1990.0,AT,Nagoya,Ref No. BT904474,CBF-VR2E26,Right,Petrol,3,QR20,Gray,2WD,5,8554.0
2013 TOYOTA REGIUSACE VAN LONG SUPER GL,283886,2013,1990.0,AT,Yokohama,Ref No. BT904504,CBF-TRH200V,Right,Petrol,2,1TR,Silver,2WD,5,9084.0
2019 MAZDA FAMILIA VAN VE,133508,2019,1490.0,AT,Yokohama,Ref No. BT904525,DBE-NCP160M,Right,Petrol,2,1NZ,Silver,,5,5454.0
2013 TOYOTA HIACE COMMUTER GL E TYPE,178842,2013,2690.0,AT,Yokohama,Ref No. BT904551,CBF-TRH228B,Right,Petrol,7,2TR,White,4WD,4,10040.0
2012 HONDA FIT HYBRID 10TH ANNIVERSARY,136992,2012,1330.0,AT,Nagoya,Ref No. BT904559,DAA-GP1,Right,Hybrid(Petrol),5,LDA-MF6,Brown,2WD,5,3063.0
2013 DAIHATSU MIRA,160451,2013,650.0,AT,Nagoya,Ref No. BT904560,DBA-L275S,Right,Petrol,4,-,Silver,2WD,5,2419.0
2012 HONDA STEP WGN SPADA S,204136,2012,1990.0,AT,Nagoya,Ref No. BT904577,DBA-RK5,Right,Petrol,8,R20A,Pearl,2WD,5,3639.0
2010 SUBARU IMPREZA 1.5I-S,131447,2010,1490.0,AT,Nagoya,Ref No. BT904586,DBA-GH2,Right,Petrol,5,EL15,Gray,2WD,5,3083.0
2019 NISSAN X-TRAIL 20XI,96051,2019,1990.0,AT,Yokohama,Ref No. BT904598,DBA-T32,Right,Petrol,5,MR20,Pearl,2WD,5,10465.0
2015 MAZDA AXELA SPORT 15S,149935,2015,1490.0,AT,Yokohama,Ref No. BT904604,DBA-BM5AS,Right,Petrol,5,P5,Black,4WD,5,5449.0
2012 TOYOTA RACTIS G,58493,2012,1320.0,AT,Yokohama,Ref No. BT904606,DBA-NSP120,Right,Petrol,5,1NR,Purple,2WD,5,3552.0
2017 NISSAN CUBE 15X V SELECTION,71500,2017,1490.0,AT,Yokohama,Ref No. BT904769,DBA-Z12,Right,Petrol,5,HR15,Brown,2WD,5,4304.0
2014 FORD EXPLORER LIMITED,133626,2014,3490.0,AT,Yokohama,Ref No. BT904794,ABA-1FMHK8,Left,Petrol,7,8,Black,4WD,5,9398.0
1997 TOYOTA HIACE COMMUTER,87628,1997,2430.0,AT,Yokohama,Ref No. BT904825,GA-RZH133S,Right,Petrol,8,2RZ,White,,4,7214.0
2016 NISSAN LATIO S,156001,2016,1190.0,AT,Yokohama,Ref No. BT904871,DBA-N17,Right,Petrol,5,HR12,White,2WD,4,4750.0
2003 HINO RANGER,812686,2003,7960.0,MT,Osaka,Ref No. BT854387,KK-FD1JKEA,Right,Diesel,2,J08C,Yellow,,2,17213.0
2006 NISSAN CIVILIAN BUS,57580,2006,4890.0,AT,Yokohama,Ref No. BT607504,PA-AVW41,Right,Diesel,26,4M50,White,2WD,2,9781.0
2017 MERCEDES-BENZ E-CLASS E200 AV,84385,2017,1990.0,AT,Osaka,Ref No. BT784257,RBA-213042C,Right,Petrol,5,274,White,2WD,4,16351.0
2015 MERCEDES-BENZ C-CLASS C200 AV AMG LINE PREMIUM P,44326,2015,1990.0,AT,Osaka,Ref No. BT784258,RBA-205042,Right,Petrol,5,274,Maroon,2WD,4,13120.0
2014 MITSUBISHI CANTER,270000,2014,2990.0,MT,Yokohama,Ref No. BT834465,TKG-FBA60,Right,Diesel,3,4P10,White,,2,10798.0
2011 MITSUBISHI CANTER,262074,2011,2990.0,AT,Kobe,Ref No. BT834760,SKG-FBA60,Right,Diesel,3,4P10,Blue,,2,8385.0
2011 MITSUBISHI CANTER,270867,2011,2990.0,AT,Kobe,Ref No. BT834771,SKG-FBA30,Right,Diesel,3,4P10,Blue,,2,8221.0
2014 ISUZU ELF TRUCK,282064,2014,2990.0,MT,Yokohama,Ref No. BT835250,TKG-NHS85A,Right,Diesel,3,4JJ1,White,4WD,2,7670.0
2005 HINO LIESSE II,156222,2005,4000.0,AT,Osaka,Ref No. BT854245,PB-XZB50M,Right,Diesel,29,N04C,Beige,,2,18950.0
2019 TOYOTA REGIUSACE VAN LONG DX,147132,2019,2750.0,AT,Yokohama,Ref No. BT856420,QDF-GDH201V,Right,Diesel,3,1GD,Silver,2WD,5,11781.0
1998 HONDA ACTY VAN SDX,73842,1998,650.0,MT,Yokohama,Ref No. BT904634,V-HH4,Right,Petrol,ASK,-,White,4WD,5,5902.0
2001 TOYOTA KLUGER V G PACKAGE,122207,2001,2360.0,AT,Yokohama,Ref No. BT904691,TA-ACU20W,Right,Petrol,5,2AZ,Silver,2WD,5,6797.0
2014 ISUZU ELF TRUCK,264000,2014,2990.0,MT,Kyushu,Ref No. BT904877,TRG-NKR85A,Right,Diesel,3,4JJ1,White,,2,8567.0
2004 ISUZU ELF TRUCK,64855,2004,4770.0,MT,Kyushu,Ref No. BT487862,KR-NKR81ED,Right,Diesel,3,4HL1,White,2WD,2,11353.0
2004 ISUZU ELF TRUCK,300903,2004,4770.0,MT,Yokohama,Ref No. BT760401,KR-NKR81ED,Right,Diesel,3,4HL1,White,2WD,2,9328.0
2013 TOYOTA HIACE VAN LONG DX,303974,2013,2980.0,AT,Yokohama,Ref No. BT893254,LDF-KDH206V,Right,Diesel,3,1KD,Silver,4WD,5,7474.0
2001 HINO DUTRO,218000,2001,4610.0,MT,Kyushu,Ref No. BT904878,KK-XZU337M,Right,Diesel,3,S05C,White,,2,8827.0
1994 TOYOTA CRESTA TOURER V,220279,1994,2490.0,AT,Yokohama,Ref No. BT904642,E-JZX90,Right,Petrol,5,1JZ,White,2WD,4,7818.0
2000 TOYOTA HIACE VAN DX,159185,2000,1990.0,AT,Yokohama,Ref No. BT904765,GE-RZH112V,Right,Petrol,3,1RZ,White,,4,10694.0
2015 TOYOTA HARRIER ELEGANCE G'S,121353,2015,1980.0,AT,Osaka,Ref No. BT827038,DBA-ZSU65W,Right,Petrol,5,3ZR,Black,4WD,5,13517.0
2018 TOYOTA PREMIO 1.8X EX PACKAGE,100647,2018,1790.0,AT,Yokohama,Ref No. BT841675,DBA-ZRT260,Right,Petrol,5,2ZR,Pearl,2WD,4,12499.0
2019 TOYOTA HARRIER PREMIUM METAL AND LEATHER PKG,150425,2019,1980.0,AT,Yokohama,Ref No. BT856352,DBA-ZSU60W,Right,Petrol,5,3ZR,Black,2WD,5,14780.0
2017 TOYOTA HARRIER PREMIUM,105393,2017,1980.0,AT,Yokohama,Ref No. BT856357,DBA-ZSU60W,Right,Petrol,5,3ZR,Black,2WD,5,13770.0
2016 TOYOTA HARRIER ELEGANCE,147030,2016,1980.0,AT,Kobe,Ref No. BT856481,DBA-ZSU60W,Right,Petrol,5,3ZR,Black,2WD,5,12805.0
2015 TOYOTA VOXY X,155826,2015,1980.0,AT,Nagoya,Ref No. BT904572,DBA-ZRR85G,Right,Petrol,8,3ZR,Silver,4WD,5,7240.0
2017 TOYOTA COROLLA AXIO 1.5X,225433,2017,1490.0,AT,Yokohama,Ref No. BT759887,DBA-NRE161,Right,Petrol,5,2NR,Silver,2WD,4,6495.0
2016 TOYOTA NOAH SI,81633,2016,1980.0,AT,Nagoya,Ref No. BT834260,DBA-ZRR80W,Right,Petrol,7,3ZR,Black,2WD,5,10924.0
2018 TOYOTA PREMIO 1.5F L PACKAGE,7155,2018,1490.0,AT,Yokohama,Ref No. BT834586,DBA-NZT260,Right,Petrol,5,1NZ,Silver,2WD,4,13639.0
2016 BMW X4 X DRIVE 28I M SPORTS,124456,2016,1990.0,AT,Yokohama,Ref No. BT834681,DBA-XW20,Right,Petrol,5,N20B20A,White,4WD,5,12406.0
2011 TOYOTA COROLLA AXIO G,85826,2011,1490.0,MT,Yokohama,Ref No. BT834804,DBA-NZE141,Right,Petrol,5,1NZ,Pearl,2WD,4,4848.0
2013 SUBARU FORESTER,129896,2013,1990.0,AT,Yokohama,Ref No. BT835278,DBA-SJ5,Right,Petrol,5,FB20,Silver,4WD,5,5981.0
2017 HONDA VEZEL X HONDA SENSING,86615,2017,1490.0,AT,Yokohama,Ref No. BT856359,DBA-RU1,Right,Petrol,5,L15B,Black,2WD,5,12049.0
2014 SUZUKI SWIFT RS,107195,2014,1240.0,AT,Yokohama,Ref No. BT893239,DBA-ZC72S,Right,Petrol,5,K12B,Silver,2WD,5,4315.0
2017 TOYOTA COROLLA AXIO,245292,2017,1490.0,AT,Kyushu,Ref No. BT904346,DBA-NRE161,Right,Petrol,5,2NR,White,2WD,4,6283.0
2019 TOYOTA COROLLA FIELDER 1.5X,224190,2019,1490.0,AT,Yokohama,Ref No. BT904529,DBA-NRE161G,Right,Petrol,5,2NR,Silver,2WD,5,6599.0
2015 TOYOTA COROLLA FIELDER 1.5G,222424,2015,1490.0,AT,Yokohama,Ref No. BT904876,DBA-NRE161G,Right,Petrol,5,2NR,Silver,2WD,5,6265.0
1987 NISSAN CONDOR,148402,1987,6920.0,MT,Osaka,Ref No. BT834770,P-CM87BD,Right,Diesel,3,FE6,White,2WD,2,14433.0
2011 MERCEDES-BENZ CLS-CLASS CLS350 BLUE EFFICIENCY,115430,2011,3490.0,AT,Kobe,Ref No. BT856510,RBA-218359C,Left,Petrol,4,276,Silver,2WD,4,12885.0
2014 MITSUBISHI OUTLANDER 20G,89320,2014,1990.0,AT,Nagoya,Ref No. BT726759,DBA-GF7W,Right,Petrol,7,4J11,Gray,2WD,5,7096.0
2019 TOYOTA MARK X,147735,2019,2490.0,AT,Yokohama,Ref No. BT772187,DBA-GRX135,Right,Petrol,5,4GR,Pearl,4WD,4,9699.0
2018 SUBARU IMPREZA G4 1.6I-L EYESIGHT,107739,2018,1590.0,AT,Yokohama,Ref No. BT772197,DBA-GK3,Right,Petrol,5,FB16,Silver,4WD,4,6912.0
2013 HONDA FIT 13G L PACKAGE,131684,2013,1310.0,AT,Kobe,Ref No. BT834745,DBA-GK3,Right,Petrol,5,L13B,Red,,5,4060.0
2014 TOYOTA IST 150G,68723,2014,1490.0,AT,Yokohama,Ref No. BT904594,DBA-NCP115,Right,Petrol,5,1NZ,Black,4WD,5,5871.0
2007 TOYOTA NOAH X SPECIAL EDITION,83906,2007,1990.0,AT,Nagoya,Ref No. BT698434,DBA-AZR60G,Right,Petrol,8,1AZ,Silver,2WD,5,4146.0
2015 NISSAN NOTE X,125727,2015,1190.0,AT,Kyushu,Ref No. BT796174,DBA-E12,Right,Petrol,5,HR12,Gray,2WD,5,4122.0
2016 TOYOTA ALPHARD 2.5S A PACKAGE,188264,2016,2490.0,AT,Nagoya,Ref No. BT834271,DBA-AGH30W,Right,Petrol,7,2AR,Black,2WD,5,15038.0
2016 TOYOTA VELLFIRE Z A EDITION GOLDEN EYES,145424,2016,2490.0,AT,Yokohama,Ref No. BT835273,DBA-AGH30W,Right,Petrol,7,2AR,Pearl,2WD,5,15139.0
2015 BMW X5 HYBRID XDRIVE 40E M SPORTS,92735,2015,1990.0,AT,Yokohama,Ref No. BT827378,CLA-KT20,Right,Hybrid(Petrol),5,N20B20A-P251,Silver,4WD,5,17789.0
2018 HONDA VEZEL HYBRID X HONDA SENSING,42859,2018,1490.0,AT,Nagoya,Ref No. BT834257,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Maroon,2WD,5,12068.0
2016 HONDA FIT HYBRID F PACKAGE COMFORT EDITION,38358,2016,1490.0,AT,Osaka,Ref No. BT834660,DAA-GP5,Right,Hybrid(Petrol),5,LEB-H1,Silver,2WD,5,6100.0
2020 HONDA VEZEL HYBRID X HONDA SENSING,27329,2020,1490.0,AT,Yokohama,Ref No. BT867201,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Black,2WD,5,14484.0
2011 SUBARU FORESTER 2.0XS,189550,2011,1990.0,AT,Kyushu,Ref No. BT726492,DBA-SHJ,Right,Petrol,5,FB20,Pearl,4WD,5,5426.0
2013 MERCEDES-BENZ C-CLASS C180,114948,2013,1790.0,AT,Kobe,Ref No. BT856496,DBA-204049,Right,Petrol,5,271,Silver,2WD,4,5927.0
2015 TOYOTA REGIUSACE VAN LONG SUPER GL DARK PRIME,199028,2015,1990.0,AT,Yokohama,Ref No. BT826713,CBF-TRH200V,Right,Petrol,2,1TR,Pearl,2WD,5,12910.0
2017 TOYOTA LAND CRUISER PRADO TX,92500,2017,2690.0,AT,Yokohama,Ref No. BT834727,CBA-TRJ150W,Right,Petrol,7,2TR,White,4WD,5,26824.0
2018 NISSAN CARAVAN VAN NV350,133701,2018,1990.0,AT,Kyushu,Ref No. BT834774,CBF-VR2E26,Right,Petrol,3,QR20,White,2WD,5,8588.0
2015 TOYOTA HIACE VAN LONG SUPER GL,273546,2015,1990.0,AT,Yokohama,Ref No. BT841686,CBF-TRH200V,Right,Petrol,2,1TR,Pearl,2WD,5,11974.0
2016 TOYOTA HIACE VAN DX GL PACKAGE,204154,2016,1990.0,AT,Yokohama,Ref No. BT856402,CBF-TRH200V,Right,Petrol,3,1TR,Silver,2WD,5,10841.0
2004 TOYOTA SOARER 430SCV NOBLE COLOR EDITION,128041,2004,4290.0,AT,Yokohama,Ref No. BT904706,CBA-UZZ40,Right,Petrol,4,3UZ,Silver,2WD,2,6488.0
2010 NISSAN TIIDA 15M,98397,2010,1490.0,AT,Yokohama,Ref No. BT912908,DBA-C11,Right,Petrol,5,HR15,Pearl,2WD,5,3333.0
2010 HONDA FIT G,113671,2010,1330.0,AT,Yokohama,Ref No. BT883506,DBA-GE6,Right,Petrol,5,L13A,Black,2WD,5,3129.0
2017 NISSAN AD VAN NV150,88743,2017,1490.0,AT,Kyushu,Ref No. BT883636,DBF-VY12,Right,Petrol,2,HR15,Silver,2WD,5,4063.0
2017 NISSAN AD VAN NV150 SD,177853,2017,1490.0,AT,Yokohama,Ref No. BT893117,DBF-VY12,Right,Petrol,2,HR15,White,,5,4140.0
2011 TOYOTA RACTIS G,99134,2011,1490.0,AT,Yokohama,Ref No. BT893243,DBA-NCP120,Right,Petrol,5,1NZ,Pearl,2WD,5,4144.0
2013 MAZDA CX-5 20S L PACKAGE,163890,2013,1990.0,AT,Yokohama,Ref No. BT893251,DBA-KEEFW,Right,Petrol,5,PE,Black,2WD,5,6104.0
2014 NISSAN AD VAN VE,176093,2014,1490.0,AT,Nagoya,Ref No. BT904234,DBF-VY12,Right,Petrol,2,HR15,White,,5,3064.0
2014 TOYOTA SPADE,118352,2014,1490.0,AT,Nagoya,Ref No. BT904273,DBA-NCP141,Right,Petrol,5,1NZ,Blue,2WD,4,3568.0
2016 TOYOTA PASSO 1.0X L PACKAGE KIRIRI,120989,2016,990.0,AT,Kyushu,Ref No. BT904304,DBA-KGC30,Right,Petrol,5,1KR,Purple,2WD,5,3732.0
2016 NISSAN VANETTE VAN NV200 DX,163490,2016,1590.0,AT,Yokohama,Ref No. BT904314,DBF-VM20,Right,Petrol,2,HR16,White,2WD,5,5814.0
2012 TOYOTA COROLLA AXIO 1.5G,97204,2012,1490.0,MT,Kyushu,Ref No. BT904341,DBA-NZE161,Right,Petrol,5,1NZ,White,2WD,4,4991.0
2014 TOYOTA MARK X 250G,131935,2014,2490.0,AT,Kyushu,Ref No. BT904351,DBA-GRX130,Right,Petrol,5,4GR,Black,2WD,4,6179.0
2010 TOYOTA VOXY ZS,195495,2010,1980.0,AT,Kyushu,Ref No. BT904354,DBA-ZRR70W,Right,Petrol,7,3ZR,Black,2WD,5,3930.0
2014 TOYOTA VITZ F,111607,2014,990.0,AT,Yokohama,Ref No. BT904502,DBA-KSP130,Right,Petrol,5,1KR,Black,2WD,5,3840.0
2015 NISSAN VANETTE VAN NV200 VX,249790,2015,1590.0,AT,Yokohama,Ref No. BT904527,DBF-VM20,Right,Petrol,2,HR16,Silver,2WD,5,5784.0
2015 TOYOTA VITZ JEWELA,75829,2015,1320.0,AT,Nagoya,Ref No. BT904581,DBA-NSP130,Right,Petrol,5,1NR,Black,2WD,5,5050.0
2015 MAZDA ATENZA XD PROACTIVE,100950,2015,2180.0,AT,Yokohama,Ref No. BT904708,LDA-GJ2FP,Right,Diesel,5,SH,Pearl,2WD,4,5847.0
2006 TOYOTA RACTIS X L PACKAGE,38870,2006,1290.0,AT,Yokohama,Ref No. BT904868,DBA-SCP100,Right,Petrol,5,2SZ,Blue,2WD,5,3377.0
2010 HONDA FIT G,107176,2010,1330.0,AT,Kyushu,Ref No. BT854086,DBA-GE6,Right,Petrol,5,L13A,Blue,2WD,5,3217.0
2010 HONDA FIT G,145763,2010,1330.0,AT,Yokohama,Ref No. BT854331,DBA-GE6,Right,Petrol,5,L13A,Pearl,2WD,5,2963.0
2010 HONDA FIT G SHE'S,85566,2010,1330.0,AT,Yokohama,Ref No. BT854343,DBA-GE6,Right,Petrol,5,L13A,Pink,2WD,5,3123.0
2010 HONDA FIT G,128891,2010,1330.0,AT,Nagoya,Ref No. BT883556,DBA-GE6,Right,Petrol,5,L13A,Black,2WD,5,2993.0
2014 HONDA FIT HYBRID S PACKAGE,162439,2014,1490.0,AT,Nagoya,Ref No. BT892890,DAA-GP5,Right,Hybrid(Petrol),5,LEB-H1,Pearl,2WD,5,4789.0
2014 HONDA FIT HYBRID F PACKAGE,166077,2014,1490.0,AT,Osaka,Ref No. BT892964,DAA-GP5,Right,Hybrid(Petrol),5,LEB-H1,Red,2WD,5,4190.0
2009 MAZDA VERISA L,46785,2009,1490.0,AT,Yokohama,Ref No. BT892980,DBA-DC5W,Right,Petrol,5,ZY,Maroon,2WD,5,3220.0
2017 TOYOTA AQUA HYBRID,129858,2017,1490.0,AT,Yokohama,Ref No. BT893364,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,Silver,2WD,5,4889.0
